COD_ESTACION;NOM_ESTACION;FECHA;CONTAMINANTE;MEDICION
12093004;CORATXAR;12/01/1997;NO;3
12093004;CORATXAR;12/01/1997;NO2;9
12093004;CORATXAR;12/01/1997;NOX;14
12093004;CORATXAR;12/01/1997;O3;60
12093004;CORATXAR;12/01/1997;VELOC.;2,2
12093004;CORATXAR;12/01/1997;PRECIP.;0,1
12093004;CORATXAR;12/01/1997;PRES.;882
12093004;CORATXAR;12/01/1997;R.SOL.;96
12093004;CORATXAR;12/01/1997;SO2;10
12093004;CORATXAR;12/01/1997;TEMP.;5,4
12093004;CORATXAR;12/01/1997;PST;11
12093004;CORATXAR;13/01/1997;DIREC.;175
12093004;CORATXAR;13/01/1997;H.REL.;89
12093004;CORATXAR;13/01/1997;NO;3
12093004;CORATXAR;13/01/1997;NO2;8
12093004;CORATXAR;13/01/1997;NOX;12
12093004;CORATXAR;13/01/1997;O3;79
12093004;CORATXAR;13/01/1997;VELOC.;3,4
12093004;CORATXAR;13/01/1997;PRECIP.;0
12093004;CORATXAR;13/01/1997;PRES.;881
12093004;CORATXAR;13/01/1997;R.SOL.;129
12093004;CORATXAR;13/01/1997;SO2;7
12093004;CORATXAR;13/01/1997;TEMP.;4
12093004;CORATXAR;13/01/1997;PST;12
12093004;CORATXAR;14/01/1997;DIREC.;140
12093004;CORATXAR;14/01/1997;H.REL.;89
12093004;CORATXAR;14/01/1997;NO;2
12093004;CORATXAR;14/01/1997;NO2;4
12093004;CORATXAR;14/01/1997;NOX;8
12093004;CORATXAR;14/01/1997;O3;93
12093004;CORATXAR;14/01/1997;VELOC.;3,2
12093004;CORATXAR;14/01/1997;PRECIP.;0
12093004;CORATXAR;14/01/1997;PRES.;881
12093004;CORATXAR;14/01/1997;R.SOL.;88
12093004;CORATXAR;14/01/1997;SO2;7
12093004;CORATXAR;14/01/1997;TEMP.;2,9
12093004;CORATXAR;14/01/1997;PST;8
12093004;CORATXAR;15/01/1997;SO2;6
12093004;CORATXAR;15/01/1997;TEMP.;2,6
12093004;CORATXAR;15/01/1997;VELOC.;5
12093004;CORATXAR;15/01/1997;NO2;6
12093004;CORATXAR;15/01/1997;DIREC.;112
12093004;CORATXAR;15/01/1997;H.REL.;97
12093004;CORATXAR;15/01/1997;R.SOL.;25
12093004;CORATXAR;15/01/1997;NOX;11
12093004;CORATXAR;15/01/1997;O3;84
12093004;CORATXAR;15/01/1997;PST;8
12093004;CORATXAR;15/01/1997;PRECIP.;1,7
12093004;CORATXAR;15/01/1997;PRES.;880
12093004;CORATXAR;15/01/1997;NO;3
12093004;CORATXAR;16/01/1997;NO2;5
12093004;CORATXAR;16/01/1997;NOX;10
12093004;CORATXAR;16/01/1997;O3;87
12093004;CORATXAR;16/01/1997;PST;11
12093004;CORATXAR;16/01/1997;PRECIP.;5,3
12093004;CORATXAR;16/01/1997;PRES.;879
12093004;CORATXAR;16/01/1997;NO;3
12093004;CORATXAR;16/01/1997;SO2;5
12093004;CORATXAR;16/01/1997;TEMP.;3,7
12093004;CORATXAR;16/01/1997;VELOC.;5,3
12093004;CORATXAR;16/01/1997;DIREC.;129
12093004;CORATXAR;16/01/1997;H.REL.;101
12093004;CORATXAR;16/01/1997;R.SOL.;25
12093004;CORATXAR;17/01/1997;DIREC.;247
12093004;CORATXAR;17/01/1997;H.REL.;100
12093004;CORATXAR;17/01/1997;NO;3
12093004;CORATXAR;17/01/1997;NO2;6
12093004;CORATXAR;17/01/1997;NOX;11
12093004;CORATXAR;17/01/1997;O3;80
12093004;CORATXAR;17/01/1997;PST;10
12093004;CORATXAR;17/01/1997;PRECIP.;3,6
12093004;CORATXAR;17/01/1997;PRES.;877
12093004;CORATXAR;17/01/1997;R.SOL.;54
12093004;CORATXAR;17/01/1997;SO2;16
12093004;CORATXAR;17/01/1997;TEMP.;3,4
12093004;CORATXAR;17/01/1997;VELOC.;5,9
12093004;CORATXAR;18/01/1997;DIREC.;213
12093004;CORATXAR;18/01/1997;H.REL.;82
12093004;CORATXAR;18/01/1997;NO;4
12093004;CORATXAR;18/01/1997;NO2;7
12093004;CORATXAR;18/01/1997;NOX;13
12093004;CORATXAR;18/01/1997;O3;75
12093004;CORATXAR;18/01/1997;VELOC.;3
12093004;CORATXAR;18/01/1997;PRECIP.;0
12093004;CORATXAR;18/01/1997;PRES.;877
12093004;CORATXAR;18/01/1997;R.SOL.;77
12093004;CORATXAR;18/01/1997;SO2;26
12093004;CORATXAR;18/01/1997;TEMP.;3,1
12093004;CORATXAR;18/01/1997;PST;8
12093004;CORATXAR;19/01/1997;DIREC.;185
12093004;CORATXAR;19/01/1997;H.REL.;92
12093004;CORATXAR;19/01/1997;NO;3
12093004;CORATXAR;19/01/1997;NO2;4
12093004;CORATXAR;19/01/1997;NOX;9
12093004;CORATXAR;19/01/1997;O3;73
12093004;CORATXAR;19/01/1997;VELOC.;3,4
12093004;CORATXAR;19/01/1997;PRECIP.;3
12093004;CORATXAR;19/01/1997;PRES.;873
12093004;CORATXAR;19/01/1997;R.SOL.;38
12093004;CORATXAR;19/01/1997;SO2;6
12093004;CORATXAR;19/01/1997;TEMP.;5,4
12093004;CORATXAR;19/01/1997;PST;7
12093004;CORATXAR;20/01/1997;R.SOL.;26
12093004;CORATXAR;20/01/1997;SO2;4
12093004;CORATXAR;20/01/1997;TEMP.;6,2
12093004;CORATXAR;20/01/1997;VELOC.;6,5
12093004;CORATXAR;20/01/1997;DIREC.;157
12093004;CORATXAR;20/01/1997;H.REL.;99
12093004;CORATXAR;20/01/1997;PRES.;870
12093004;CORATXAR;20/01/1997;NO2;5
12093004;CORATXAR;20/01/1997;NOX;9
12093004;CORATXAR;20/01/1997;O3;70
12093004;CORATXAR;20/01/1997;PST;10
12093004;CORATXAR;20/01/1997;PRECIP.;2,4
12093004;CORATXAR;20/01/1997;NO;3
12093004;CORATXAR;21/01/1997;NO;3
12093004;CORATXAR;21/01/1997;NO2;6
12093004;CORATXAR;21/01/1997;NOX;10
12093004;CORATXAR;21/01/1997;O3;71
12093004;CORATXAR;21/01/1997;PST;13
12093004;CORATXAR;21/01/1997;PRECIP.;0,5
12093004;CORATXAR;21/01/1997;H.REL.;101
12093004;CORATXAR;21/01/1997;R.SOL.;54
12093004;CORATXAR;21/01/1997;SO2;4
12093004;CORATXAR;21/01/1997;TEMP.;5,9
12093004;CORATXAR;21/01/1997;VELOC.;6,4
12093004;CORATXAR;21/01/1997;DIREC.;127
12093004;CORATXAR;21/01/1997;PRES.;874
12093004;CORATXAR;22/01/1997;DIREC.;123
12093004;CORATXAR;22/01/1997;H.REL.;93
12093004;CORATXAR;22/01/1997;NO;3
12093004;CORATXAR;22/01/1997;NO2;6
12093004;CORATXAR;22/01/1997;NOX;10
12093004;CORATXAR;22/01/1997;O3;64
12093004;CORATXAR;22/01/1997;VELOC.;4
12093004;CORATXAR;22/01/1997;PRECIP.;0,8
12093004;CORATXAR;22/01/1997;PRES.;879
12093004;CORATXAR;22/01/1997;R.SOL.;59
12093004;CORATXAR;22/01/1997;SO2;6
12093004;CORATXAR;22/01/1997;TEMP.;7
12093004;CORATXAR;22/01/1997;PST;76
12093004;CORATXAR;23/01/1997;DIREC.;100
12093004;CORATXAR;23/01/1997;H.REL.;101
12093004;CORATXAR;23/01/1997;NO;3
12093004;CORATXAR;23/01/1997;NO2;6
12093004;CORATXAR;23/01/1997;NOX;10
12093004;CORATXAR;23/01/1997;O3;71
12093004;CORATXAR;23/01/1997;VELOC.;6,5
12093004;CORATXAR;23/01/1997;PRECIP.;4,3
12093004;CORATXAR;23/01/1997;PRES.;878
12093004;CORATXAR;23/01/1997;R.SOL.;25
12093004;CORATXAR;23/01/1997;SO2;6
12093004;CORATXAR;23/01/1997;TEMP.;5,7
12093004;CORATXAR;23/01/1997;PST;12
12093004;CORATXAR;24/01/1997;DIREC.;71
12093004;CORATXAR;24/01/1997;H.REL.;101
12093004;CORATXAR;24/01/1997;NO;3
12093004;CORATXAR;24/01/1997;NO2;4
12093004;CORATXAR;24/01/1997;NOX;9
12093004;CORATXAR;24/01/1997;O3;75
12093004;CORATXAR;24/01/1997;VELOC.;3,1
12093004;CORATXAR;24/01/1997;PRECIP.;12,5
12093004;CORATXAR;24/01/1997;PRES.;881
12093004;CORATXAR;24/01/1997;R.SOL.;40
12093004;CORATXAR;24/01/1997;SO2;6
12093004;CORATXAR;24/01/1997;TEMP.;4,8
12093004;CORATXAR;24/01/1997;PST;10
12093004;CORATXAR;25/01/1997;PRES.;884
12093004;CORATXAR;25/01/1997;R.SOL.;24
12093004;CORATXAR;25/01/1997;SO2;6
12093004;CORATXAR;25/01/1997;TEMP.;4,8
12093004;CORATXAR;25/01/1997;VELOC.;2
12093004;CORATXAR;25/01/1997;DIREC.;80
12093004;CORATXAR;25/01/1997;PRECIP.;12
12093004;CORATXAR;25/01/1997;NO;3
12093004;CORATXAR;25/01/1997;NO2;5
12093004;CORATXAR;25/01/1997;NOX;9
12093004;CORATXAR;25/01/1997;O3;72
12093004;CORATXAR;25/01/1997;PST;20
12093004;CORATXAR;25/01/1997;H.REL.;101
12093004;CORATXAR;26/01/1997;TEMP.;5,3
12093004;CORATXAR;26/01/1997;VELOC.;1,9
12093004;CORATXAR;26/01/1997;DIREC.;300
12093004;CORATXAR;26/01/1997;H.REL.;94
12093004;CORATXAR;26/01/1997;NO;3
12093004;CORATXAR;26/01/1997;NO2;5
12093004;CORATXAR;26/01/1997;SO2;5
12093004;CORATXAR;26/01/1997;O3;73
12093004;CORATXAR;26/01/1997;PST;25
12093004;CORATXAR;26/01/1997;PRECIP.;0
12093004;CORATXAR;26/01/1997;PRES.;884
12093004;CORATXAR;26/01/1997;R.SOL.;63
12093004;CORATXAR;26/01/1997;NOX;10
12093004;CORATXAR;27/01/1997;DIREC.;319
12093004;CORATXAR;27/01/1997;H.REL.;101
12093004;CORATXAR;27/01/1997;NO;3
12093004;CORATXAR;27/01/1997;NO2;8
12093004;CORATXAR;27/01/1997;NOX;13
12093004;CORATXAR;27/01/1997;O3;61
12093004;CORATXAR;27/01/1997;VELOC.;5,3
12093004;CORATXAR;27/01/1997;PRECIP.;0
12093004;CORATXAR;27/01/1997;PRES.;886
12093004;CORATXAR;27/01/1997;R.SOL.;60
12093004;CORATXAR;27/01/1997;SO2;31
12093004;CORATXAR;27/01/1997;TEMP.;4,2
12093004;CORATXAR;27/01/1997;PST;26
12093004;CORATXAR;28/01/1997;DIREC.;323
12093004;CORATXAR;28/01/1997;H.REL.;101
12093004;CORATXAR;28/01/1997;NO;3
12093004;CORATXAR;28/01/1997;NO2;9
12093004;CORATXAR;28/01/1997;NOX;14
12093004;CORATXAR;28/01/1997;O3;57
12093004;CORATXAR;28/01/1997;VELOC.;4,3
12093004;CORATXAR;28/01/1997;PRECIP.;0,3
12093004;CORATXAR;28/01/1997;PRES.;885
12093004;CORATXAR;28/01/1997;R.SOL.;27
12093004;CORATXAR;28/01/1997;SO2;32
12093004;CORATXAR;28/01/1997;TEMP.;1,2
12093004;CORATXAR;28/01/1997;PST;14
12093004;CORATXAR;29/01/1997;DIREC.;124
12093004;CORATXAR;29/01/1997;H.REL.;101
12093004;CORATXAR;29/01/1997;NO;4
12093004;CORATXAR;29/01/1997;NO2;8
12093004;CORATXAR;29/01/1997;NOX;13
12093004;CORATXAR;29/01/1997;O3;68
12093004;CORATXAR;29/01/1997;VELOC.;4
12093004;CORATXAR;29/01/1997;PRECIP.;5,6
12093004;CORATXAR;29/01/1997;PRES.;887
12093004;CORATXAR;29/01/1997;R.SOL.;26
12093004;CORATXAR;29/01/1997;SO2;7
12093004;CORATXAR;29/01/1997;TEMP.;2,2
12093004;CORATXAR;29/01/1997;PST;8
12093004;CORATXAR;30/01/1997;PRECIP.;0
12093004;CORATXAR;30/01/1997;PRES.;889
12093004;CORATXAR;30/01/1997;R.SOL.;108
12093004;CORATXAR;30/01/1997;SO2;5
12093004;CORATXAR;30/01/1997;TEMP.;3,9
12093004;CORATXAR;30/01/1997;VELOC.;1,1
12093004;CORATXAR;30/01/1997;PST;15
12093004;CORATXAR;30/01/1997;H.REL.;96
12093004;CORATXAR;30/01/1997;NO;3
12093004;CORATXAR;30/01/1997;NO2;6
12093004;CORATXAR;30/01/1997;NOX;11
12093004;CORATXAR;30/01/1997;O3;77
12093004;CORATXAR;30/01/1997;DIREC.;237
12093004;CORATXAR;31/01/1997;DIREC.;313
12093004;CORATXAR;31/01/1997;H.REL.;90
12093004;CORATXAR;31/01/1997;NO;3
12093004;CORATXAR;31/01/1997;NO2;8
12093004;CORATXAR;31/01/1997;NOX;13
12093004;CORATXAR;31/01/1997;O3;67
12093004;CORATXAR;31/01/1997;VELOC.;4,2
12093004;CORATXAR;31/01/1997;PRECIP.;0
12093004;CORATXAR;31/01/1997;PRES.;887
12093004;CORATXAR;31/01/1997;R.SOL.;107
12093004;CORATXAR;31/01/1997;SO2;29
12093004;CORATXAR;31/01/1997;TEMP.;7,3
12093004;CORATXAR;31/01/1997;PST;20
12127002;VALLIBONA;01/01/1997;NO;
12127002;VALLIBONA;01/01/1997;NO2;
12127002;VALLIBONA;01/01/1997;DIREC.;223
12127002;VALLIBONA;01/01/1997;H.REL.;80
12127002;VALLIBONA;01/01/1997;VELOC.;3,5
12127002;VALLIBONA;01/01/1997;TEMP.;0
12127002;VALLIBONA;01/01/1997;SO2;4
12127002;VALLIBONA;01/01/1997;O3;71
12127002;VALLIBONA;01/01/1997;NOX;
12127002;VALLIBONA;02/01/1997;DIREC.;318
12127002;VALLIBONA;02/01/1997;NO;
12127002;VALLIBONA;02/01/1997;NO2;
12127002;VALLIBONA;02/01/1997;VELOC.;4,3
12127002;VALLIBONA;02/01/1997;H.REL.;100
12127002;VALLIBONA;02/01/1997;SO2;39
12127002;VALLIBONA;02/01/1997;O3;66
12127002;VALLIBONA;02/01/1997;NOX;
12127002;VALLIBONA;02/01/1997;TEMP.;-1,8
12127002;VALLIBONA;03/01/1997;NO2;
12127002;VALLIBONA;03/01/1997;H.REL.;85
12127002;VALLIBONA;03/01/1997;DIREC.;281
12127002;VALLIBONA;03/01/1997;NO;
12127002;VALLIBONA;03/01/1997;NOX;
12127002;VALLIBONA;03/01/1997;VELOC.;7,7
12127002;VALLIBONA;03/01/1997;TEMP.;-2,3
12127002;VALLIBONA;03/01/1997;SO2;6
12127002;VALLIBONA;03/01/1997;O3;70
12127002;VALLIBONA;04/01/1997;DIREC.;334
12127002;VALLIBONA;04/01/1997;H.REL.;68
12127002;VALLIBONA;04/01/1997;VELOC.;12,1
12127002;VALLIBONA;04/01/1997;TEMP.;-3,3
12127002;VALLIBONA;04/01/1997;SO2;14
12127002;VALLIBONA;04/01/1997;O3;67
12127002;VALLIBONA;04/01/1997;NOX;
12127002;VALLIBONA;04/01/1997;NO2;
12127002;VALLIBONA;04/01/1997;NO;
12127002;VALLIBONA;05/01/1997;DIREC.;285
12127002;VALLIBONA;05/01/1997;NOX;
12127002;VALLIBONA;05/01/1997;O3;70
12127002;VALLIBONA;05/01/1997;SO2;16
12127002;VALLIBONA;05/01/1997;VELOC.;4,3
12127002;VALLIBONA;05/01/1997;NO2;
12127002;VALLIBONA;05/01/1997;NO;
12127002;VALLIBONA;05/01/1997;H.REL.;82
12127002;VALLIBONA;05/01/1997;TEMP.;-4,3
12127002;VALLIBONA;06/01/1997;NO;
12127002;VALLIBONA;06/01/1997;NO2;
12127002;VALLIBONA;06/01/1997;NOX;
12127002;VALLIBONA;06/01/1997;O3;63
12127002;VALLIBONA;06/01/1997;SO2;12
12127002;VALLIBONA;06/01/1997;TEMP.;-5,1
12127002;VALLIBONA;06/01/1997;VELOC.;4,9
12127002;VALLIBONA;06/01/1997;DIREC.;340
12127002;VALLIBONA;06/01/1997;H.REL.;100
12127002;VALLIBONA;07/01/1997;DIREC.;286
12127002;VALLIBONA;07/01/1997;H.REL.;95
12127002;VALLIBONA;07/01/1997;NO;
12127002;VALLIBONA;07/01/1997;NO2;
12127002;VALLIBONA;07/01/1997;VELOC.;6
12127002;VALLIBONA;07/01/1997;O3;70
12127002;VALLIBONA;07/01/1997;SO2;6
12127002;VALLIBONA;07/01/1997;TEMP.;-4,5
12127002;VALLIBONA;07/01/1997;NOX;
12127002;VALLIBONA;08/01/1997;NO2;
12127002;VALLIBONA;08/01/1997;NO;
12127002;VALLIBONA;08/01/1997;H.REL.;89
12127002;VALLIBONA;08/01/1997;DIREC.;254
12127002;VALLIBONA;08/01/1997;NOX;
12127002;VALLIBONA;08/01/1997;VELOC.;5,2
12127002;VALLIBONA;08/01/1997;TEMP.;0,4
12127002;VALLIBONA;08/01/1997;SO2;4
12127002;VALLIBONA;08/01/1997;O3;71
12127002;VALLIBONA;09/01/1997;DIREC.;328
12127002;VALLIBONA;09/01/1997;H.REL.;89
12127002;VALLIBONA;09/01/1997;NO;
12127002;VALLIBONA;09/01/1997;NO2;
12127002;VALLIBONA;09/01/1997;VELOC.;10,2
12127002;VALLIBONA;09/01/1997;SO2;3
12127002;VALLIBONA;09/01/1997;O3;71
12127002;VALLIBONA;09/01/1997;NOX;
12127002;VALLIBONA;09/01/1997;TEMP.;1,7
12127002;VALLIBONA;10/01/1997;NO2;
12127002;VALLIBONA;10/01/1997;NO;
12127002;VALLIBONA;10/01/1997;H.REL.;83
12127002;VALLIBONA;10/01/1997;DIREC.;348
12127002;VALLIBONA;10/01/1997;NOX;
12127002;VALLIBONA;10/01/1997;VELOC.;11,8
12127002;VALLIBONA;10/01/1997;TEMP.;1,3
12127002;VALLIBONA;10/01/1997;SO2;9
12127002;VALLIBONA;10/01/1997;O3;66
12127002;VALLIBONA;11/01/1997;NO2;
12127002;VALLIBONA;11/01/1997;NO;
12127002;VALLIBONA;11/01/1997;H.REL.;96
12127002;VALLIBONA;11/01/1997;DIREC.;347
12127002;VALLIBONA;11/01/1997;VELOC.;9,3
12127002;VALLIBONA;11/01/1997;O3;57
12127002;VALLIBONA;11/01/1997;SO2;25
12127002;VALLIBONA;11/01/1997;TEMP.;4,5
12127002;VALLIBONA;11/01/1997;NOX;
12127002;VALLIBONA;12/01/1997;NO2;
12127002;VALLIBONA;12/01/1997;NO;
12127002;VALLIBONA;12/01/1997;H.REL.;99
12127002;VALLIBONA;12/01/1997;DIREC.;256
12127002;VALLIBONA;12/01/1997;NOX;
12127002;VALLIBONA;12/01/1997;VELOC.;3,8
12127002;VALLIBONA;12/01/1997;TEMP.;4,6
12127002;VALLIBONA;12/01/1997;SO2;3
12127002;VALLIBONA;12/01/1997;O3;54
12127002;VALLIBONA;13/01/1997;DIREC.;208
12127002;VALLIBONA;13/01/1997;H.REL.;91
12127002;VALLIBONA;13/01/1997;NO;
12127002;VALLIBONA;13/01/1997;NO2;
12127002;VALLIBONA;13/01/1997;VELOC.;4,4
12127002;VALLIBONA;13/01/1997;O3;64
12127002;VALLIBONA;13/01/1997;SO2;5
12127002;VALLIBONA;13/01/1997;TEMP.;2,6
12127002;VALLIBONA;13/01/1997;NOX;
12127002;VALLIBONA;14/01/1997;DIREC.;204
12127002;VALLIBONA;14/01/1997;H.REL.;85
12127002;VALLIBONA;14/01/1997;NO;
12127002;VALLIBONA;14/01/1997;NO2;
12127002;VALLIBONA;14/01/1997;NOX;
12127002;VALLIBONA;14/01/1997;O3;76
12127002;VALLIBONA;14/01/1997;SO2;5
12127002;VALLIBONA;14/01/1997;TEMP.;1,6
12127002;VALLIBONA;14/01/1997;VELOC.;2,7
12127002;VALLIBONA;15/01/1997;DIREC.;147
12127002;VALLIBONA;15/01/1997;NOX;
12127002;VALLIBONA;15/01/1997;NO;
12127002;VALLIBONA;15/01/1997;NO2;
12127002;VALLIBONA;15/01/1997;H.REL.;95
12127002;VALLIBONA;15/01/1997;O3;73
12127002;VALLIBONA;15/01/1997;SO2;4
12127002;VALLIBONA;15/01/1997;TEMP.;1,5
12127002;VALLIBONA;15/01/1997;VELOC.;3,9
12127002;VALLIBONA;16/01/1997;NO2;
12127002;VALLIBONA;16/01/1997;NO;
12127002;VALLIBONA;16/01/1997;H.REL.;100
12127002;VALLIBONA;16/01/1997;DIREC.;201
12127002;VALLIBONA;16/01/1997;VELOC.;2,9
12127002;VALLIBONA;16/01/1997;O3;72
12127002;VALLIBONA;16/01/1997;SO2;3
12127002;VALLIBONA;16/01/1997;TEMP.;3,1
12127002;VALLIBONA;16/01/1997;NOX;
12127002;VALLIBONA;17/01/1997;VELOC.;5,6
12127002;VALLIBONA;17/01/1997;TEMP.;2,4
12127002;VALLIBONA;17/01/1997;SO2;7
12127002;VALLIBONA;17/01/1997;NOX;
12127002;VALLIBONA;17/01/1997;O3;68
12127002;VALLIBONA;17/01/1997;NO2;
12127002;VALLIBONA;17/01/1997;NO;
12127002;VALLIBONA;17/01/1997;H.REL.;99
12127002;VALLIBONA;17/01/1997;DIREC.;276
12127002;VALLIBONA;18/01/1997;TEMP.;2,1
12127002;VALLIBONA;18/01/1997;VELOC.;4,5
12127002;VALLIBONA;18/01/1997;DIREC.;248
12127002;VALLIBONA;18/01/1997;H.REL.;73
12127002;VALLIBONA;18/01/1997;SO2;16
12127002;VALLIBONA;18/01/1997;NO2;
12127002;VALLIBONA;18/01/1997;NOX;
12127002;VALLIBONA;18/01/1997;O3;65
12127002;VALLIBONA;18/01/1997;NO;
12127002;VALLIBONA;19/01/1997;TEMP.;4,6
12127002;VALLIBONA;19/01/1997;VELOC.;2,1
12127002;VALLIBONA;19/01/1997;DIREC.;237
12127002;VALLIBONA;19/01/1997;H.REL.;85
12127002;VALLIBONA;19/01/1997;NO;
12127002;VALLIBONA;19/01/1997;NO2;
12127002;VALLIBONA;19/01/1997;SO2;3
12127002;VALLIBONA;19/01/1997;O3;60
12127002;VALLIBONA;19/01/1997;NOX;
12127002;VALLIBONA;20/01/1997;DIREC.;194
12127002;VALLIBONA;20/01/1997;H.REL.;100
12127002;VALLIBONA;20/01/1997;VELOC.;4,4
12127002;VALLIBONA;20/01/1997;TEMP.;4,8
12127002;VALLIBONA;20/01/1997;SO2;3
12127002;VALLIBONA;20/01/1997;O3;58
12127002;VALLIBONA;20/01/1997;NOX;
12127002;VALLIBONA;20/01/1997;NO2;
12127002;VALLIBONA;20/01/1997;NO;
12127002;VALLIBONA;21/01/1997;VELOC.;2,8
12127002;VALLIBONA;21/01/1997;NOX;
12127002;VALLIBONA;21/01/1997;O3;58
12127002;VALLIBONA;21/01/1997;NO2;
12127002;VALLIBONA;21/01/1997;SO2;3
12127002;VALLIBONA;21/01/1997;H.REL.;99
12127002;VALLIBONA;21/01/1997;DIREC.;195
12127002;VALLIBONA;21/01/1997;TEMP.;5,1
12127002;VALLIBONA;21/01/1997;NO;
12127002;VALLIBONA;22/01/1997;SO2;3
12127002;VALLIBONA;22/01/1997;TEMP.;6,2
12127002;VALLIBONA;22/01/1997;VELOC.;1,8
12127002;VALLIBONA;22/01/1997;DIREC.;211
12127002;VALLIBONA;22/01/1997;H.REL.;89
12127002;VALLIBONA;22/01/1997;NO;
12127002;VALLIBONA;22/01/1997;NO2;
12127002;VALLIBONA;22/01/1997;NOX;
12127002;VALLIBONA;22/01/1997;O3;53
12127002;VALLIBONA;23/01/1997;DIREC.;109
12127002;VALLIBONA;23/01/1997;H.REL.;100
12127002;VALLIBONA;23/01/1997;NO;60
12127002;VALLIBONA;23/01/1997;NO2;12
12127002;VALLIBONA;23/01/1997;VELOC.;5,4
12127002;VALLIBONA;23/01/1997;O3;62
12127002;VALLIBONA;23/01/1997;SO2;6
12127002;VALLIBONA;23/01/1997;TEMP.;5
12127002;VALLIBONA;23/01/1997;NOX;104
12127002;VALLIBONA;24/01/1997;DIREC.;25
12127002;VALLIBONA;24/01/1997;H.REL.;100
12127002;VALLIBONA;24/01/1997;NO;68
12127002;VALLIBONA;24/01/1997;NO2;10
12127002;VALLIBONA;24/01/1997;VELOC.;3,8
12127002;VALLIBONA;24/01/1997;O3;64
12127002;VALLIBONA;24/01/1997;SO2;3
12127002;VALLIBONA;24/01/1997;TEMP.;3,9
12127002;VALLIBONA;24/01/1997;NOX;115
12127002;VALLIBONA;25/01/1997;DIREC.;270
12127002;VALLIBONA;25/01/1997;H.REL.;100
12127002;VALLIBONA;25/01/1997;NO;39
12127002;VALLIBONA;25/01/1997;NO2;8
12127002;VALLIBONA;25/01/1997;VELOC.;2,9
12127002;VALLIBONA;25/01/1997;O3;64
12127002;VALLIBONA;25/01/1997;SO2;3
12127002;VALLIBONA;25/01/1997;TEMP.;3,8
12127002;VALLIBONA;25/01/1997;NOX;68
12127002;VALLIBONA;26/01/1997;DIREC.;304
12127002;VALLIBONA;26/01/1997;H.REL.;87
12127002;VALLIBONA;26/01/1997;NO;21
12127002;VALLIBONA;26/01/1997;NO2;7
12127002;VALLIBONA;26/01/1997;VELOC.;2,4
12127002;VALLIBONA;26/01/1997;O3;63
12127002;VALLIBONA;26/01/1997;SO2;3
12127002;VALLIBONA;26/01/1997;TEMP.;4,7
12127002;VALLIBONA;26/01/1997;NOX;40
12127002;VALLIBONA;27/01/1997;DIREC.;318
12127002;VALLIBONA;27/01/1997;H.REL.;92
12127002;VALLIBONA;27/01/1997;NO;204
12127002;VALLIBONA;27/01/1997;NO2;38
12127002;VALLIBONA;27/01/1997;VELOC.;4,4
12127002;VALLIBONA;27/01/1997;O3;49
12127002;VALLIBONA;27/01/1997;SO2;82
12127002;VALLIBONA;27/01/1997;TEMP.;3,8
12127002;VALLIBONA;27/01/1997;NOX;351
12127002;VALLIBONA;28/01/1997;DIREC.;311
12127002;VALLIBONA;28/01/1997;H.REL.;98
12127002;VALLIBONA;28/01/1997;NO;174
12127002;VALLIBONA;28/01/1997;NO2;17
12127002;VALLIBONA;28/01/1997;VELOC.;8,1
12127002;VALLIBONA;28/01/1997;O3;55
12127002;VALLIBONA;28/01/1997;SO2;17
12127002;VALLIBONA;28/01/1997;TEMP.;0,6
12127002;VALLIBONA;28/01/1997;NOX;285
12127002;VALLIBONA;29/01/1997;DIREC.;135
12127002;VALLIBONA;29/01/1997;H.REL.;100
12127002;VALLIBONA;29/01/1997;NO;33
12127002;VALLIBONA;29/01/1997;NO2;14
12127002;VALLIBONA;29/01/1997;VELOC.;6,6
12127002;VALLIBONA;29/01/1997;O3;55
12127002;VALLIBONA;29/01/1997;SO2;3
12127002;VALLIBONA;29/01/1997;TEMP.;1,5
12127002;VALLIBONA;29/01/1997;NOX;65
12127002;VALLIBONA;30/01/1997;NO2;19
12127002;VALLIBONA;30/01/1997;DIREC.;132
12127002;VALLIBONA;30/01/1997;H.REL.;90
12127002;VALLIBONA;30/01/1997;NO;31
12127002;VALLIBONA;30/01/1997;VELOC.;5,5
12127002;VALLIBONA;30/01/1997;O3;64
12127002;VALLIBONA;30/01/1997;SO2;3
12127002;VALLIBONA;30/01/1997;TEMP.;3,5
12127002;VALLIBONA;30/01/1997;NOX;67
12127002;VALLIBONA;31/01/1997;DIREC.;205
12127002;VALLIBONA;31/01/1997;H.REL.;74
12127002;VALLIBONA;31/01/1997;NO;4
12127002;VALLIBONA;31/01/1997;NO2;18
12127002;VALLIBONA;31/01/1997;VELOC.;10,9
12127002;VALLIBONA;31/01/1997;O3;59
12127002;VALLIBONA;31/01/1997;SO2;7
12127002;VALLIBONA;31/01/1997;TEMP.;7,3
12127002;VALLIBONA;31/01/1997;NOX;25
12129001;VILAFRANCA;01/01/1997;SO2;3
12129001;VILAFRANCA;01/01/1997;TEMP.;1
12129001;VILAFRANCA;01/01/1997;VELOC.;1,2
12129001;VILAFRANCA;01/01/1997;NO2;5
12129001;VILAFRANCA;01/01/1997;DIREC.;293
12129001;VILAFRANCA;01/01/1997;H.REL.;85
12129001;VILAFRANCA;01/01/1997;R.SOL.;67
12129001;VILAFRANCA;01/01/1997;NOX;8
